Ticker,Name,Market Cap,Price,Sector,Market,Volume
SDVGX,Sit Dividend Growth Fund Class I,219993338,17.08,FinancialServices,NASDAQ,0
SDVSX,Sit Dividend Growth Fund Class S,219989091,16.94,FinancialServices,NASDAQ,0
GVCAX,The Gabelli Value 25 Fund Inc. Class AAA,219802453,11.31,FinancialServices,NASDAQ,0
FDIG,Fidelity Crypto Industry and Digital Payments ETF,219749854,36.94,FinancialServices,NASDAQ,36446
LVOLX,SGI U.S. Large Equity Fund,219693098,17.97,FinancialServices,NASDAQ,0
GHG,GreenTree Hospitality Group Ltd.,219657326,2.1636,ConsumerCyclical,NYSE,46297
WTF,Waton Financial Limited Ordinary Shares,219480625,4.55,FinancialServices,NASDAQ,47658
BPRN,"Princeton Bancorp, Inc.",219376256,31.66,FinancialServices,NASDAQ,17126
AHTPX,American Beacon AHL TargetRisk Fund - Investor Class,219290751,10.51,FinancialServices,NASDAQ,0
NGC,Northern Genesis Acquisition Corp. III,219010992,10.16,FinancialServices,NYSE,676179
ZVIA,Zevia PBC,218674157,3.31,ConsumerDefensive,NYSE,1096369
MPAA,"Motorcar Parts of America, Inc.",218651625,11.25,ConsumerCyclical,NASDAQ,65159
SLSN,"Solesence, Inc. Common Stock",218493902,3.1,ConsumerDefensive,NASDAQ,58631
NRGV,"Energy Vault Holdings, Inc.",218461600,1.4,Utilities,NYSE,13972316
FIGB,Fidelity Investment Grade Bond ETF,218350555,43.199,FinancialServices,AMEX,21125
PIN,Invesco India ETF,218292571,25.47,FinancialServices,AMEX,22092
SVUBX,PGIM QMA Mid-Cap Value Fund- Class B,218245912,10.6,FinancialServices,NASDAQ,0
CBD,Companhia Brasileira de Distribuição,218056679,0.445,ConsumerCyclical,NYSE,74430
EDOW,First Trust Dow 30 Equal Weight ETF,217887282,38.39,FinancialServices,AMEX,5061
DRIIX,Dimensional 2045 Target Dt Rtr Inc Instl,217829952,20.02,FinancialServices,NASDAQ,0
DIVPX,MAI Managed Volatility Fund Investor Class,217778758,16.92,FinancialServices,NASDAQ,0
MAIPX,MAI Managed Volatility Fund Institutional Shs,217642482,15.97,FinancialServices,NASDAQ,0
WDIV,SPDR S&P Global Dividend ETF,217511861,71.41,FinancialServices,AMEX,9417
ETORX,Eaton Vance OR Municipal Income A,217181552,7.74,FinancialServices,NASDAQ,0
FXZ,First Trust Materials AlphaDEX Fund,217170764,57.74,FinancialServices,AMEX,24295
MPU,Mega Matrix Corp.,217133305,3.77,Industrials,AMEX,518623
LCTX,"Lineage Cell Therapeutics, Inc.",217120885,0.9508,Healthcare,AMEX,1008826
FEMB,First Trust Emerging Markets Local Currency Bond ETF,217106574,29.03,FinancialServices,NASDAQ,21545
NNGRX,Nuveen Large-Cap Value Fund Class I,217101992,21.99,FinancialServices,NASDAQ,0
NMMTX,Nuveen Large-Cap Value Fund Class R3,217101986,22.17,FinancialServices,NASDAQ,0
FDEU,First Trust Dynamic Europe Equity Income Fund,216949621,12.59,FinancialServices,NYSE,23962
RAC,Rithm Acquisition Corp.,216814997,10.28,FinancialServices,NYSE,2203
RYVFX,Royce Small-Cap Value Fund - Service Class,216790729,9.79,FinancialServices,NASDAQ,0
SNFCA,Security National Financial Corporation,216642879,8.8,FinancialServices,NASDAQ,22626
SMTI,Sanara MedTech Inc.,216508026,24.36,Healthcare,NASDAQ,29314
TVRD,"Tvardi Therapeutics, Inc.",216424008,23.12,Healthcare,NASDAQ,13819
ADNPX,American Beacon ARK Disruptive Innovation Fund - Investor Class,216318511,19.92,FinancialServices,NASDAQ,0
ADNRX,American Beacon ARK Transformational Innovation Fund,216289172,20.47,FinancialServices,NASDAQ,0
SPEDX,Alger Funds II Alger Dynamics Opportunities Fund Class A,216206864,22.14,FinancialServices,NASDAQ,0
CEFZ,RiverNorth Active Income ETF,215942211,7.93,,NYSE,386
SNSR,Global X Internet of Things ETF,215809736,36.69,FinancialServices,NASDAQ,34126
RGCO,"RGC Resources, Inc.",215718672,20.92,Utilities,NASDAQ,6457
PRQR,ProQR Therapeutics N.V.,215686650,2.05,Healthcare,NASDAQ,308845
EVC,Entravision Communications Corporation,215613829,2.37,CommunicationServices,NYSE,137498
UTEN,US Treasury 10 Year Note ETF,215395168,43.7661,FinancialServices,NASDAQ,36581
BTCS,BTCS Inc.,215337600,4.5,FinancialServices,NASDAQ,5770517
FUMB,First Trust Ultra Short Duration Municipal ETF,215328193,20.145,FinancialServices,AMEX,79833
CIA,"Citizens, Inc.",215143500,4.29,FinancialServices,NYSE,161906
THNQ,Robo Global Artificial Intelligence ETF,214946173,56.2,FinancialServices,AMEX,47659
KGEI,Kolibri Global Energy Inc.,214820940,6.06,Energy,NASDAQ,97027
TGE,The Generation Essentials Group,214682677,4.43,Technology,NYSE,52330
PRPC,CC Neuberger Principal Holdings III,214617799,10.95,FinancialServices,NYSE,100
GDIV,Harbor Dividend Growth Leaders ETF,214569317,15.525,,NYSE,14208
CEPO,"Cantor Equity Partners I, Inc. Class A Ordinary Shares",214430000,10.46,FinancialServices,NASDAQ,457976
AIF,Apollo Tactical Income Fund Inc.,214411314,14.82,FinancialServices,NYSE,38319
MFM,MFS Municipal Income Trust,214175520,5.2,FinancialServices,NYSE,156830
GIM,Templeton Global Income Fund,214174795,3.79,FinancialServices,NYSE,1288332
BYND,"Beyond Meat, Inc.",214119920,2.8,ConsumerDefensive,NASDAQ,2700439
INR,"Infinity Natural Resources, Inc.",214086875,14.05,Energy,NYSE,337143
SOPH,SOPHiA GENETICS S.A.,213859520,3.2,Healthcare,NASDAQ,46598
FLCH,Franklin FTSE China ETF,213807735,22.98,FinancialServices,AMEX,39738
PVBC,"Provident Bancorp, Inc.",213780465,12.15,FinancialServices,NASDAQ,55792
GENC,"Gencor Industries, Inc.",213562704,14.57,Industrials,AMEX,73137
QRTEA,"Qurate Retail, Inc.",213508592,0.3588,ConsumerCyclical,NASDAQ,1646589
MQT,"BlackRock MuniYield Quality Fund II, Inc.",213128214,9.62,FinancialServices,NYSE,44440
ESGA,American Century Sustainable Equity ETF,213023480,73.15,FinancialServices,AMEX,6019
TPSC,Timothy Plan US Small Cap Core ETF,212913018,39.23,FinancialServices,AMEX,9938
CALB,California BanCorp,212563484,25.09,FinancialServices,NASDAQ,122789
GRRR,Gorilla Technology Group Inc.,389992301,15.73,Technology,NASDAQ,880372
GURPX,NAA Risk Managed Real Estate Fund,211913715,31.34,RealEstate,NASDAQ,0
SMCX,Defiance Daily Target 2X Long SMCI ETF,211911499,39.69,FinancialServices,NASDAQ,3372664
MVT,"BlackRock MuniVest Fund II, Inc.",211743210,10.15,FinancialServices,NYSE,39411
SZZL,Sizzle Acquisition Corp. II,211574072,10.09,FinancialServices,NASDAQ,257865
FREE,"Whole Earth Brands, Inc.",211573254,4.87,ConsumerDefensive,NASDAQ,420836
EARN,Ellington Residential Mortgage REIT,211458296,5.63,RealEstate,NYSE,528530
EB,"Eventbrite, Inc.",211450241,2.21,Technology,NYSE,892321
CCPIX,Calvert Mid-Cap Fund Class I,211443280,46.64,FinancialServices,NASDAQ,0
CCAFX,Calvert Mid-Cap Fund Class A,211397920,37.51,FinancialServices,NASDAQ,0
RR,Richtech Robotics Inc. Class B Common Stock,211238950,1.84,Industrials,NASDAQ,3777457
IQSM,NYLI Candriam U.S. Mid Cap Equity ETF,210978828,32.59,FinancialServices,AMEX,1
MPACX,Matthews Asia Growth Fund,210883407,25.03,FinancialServices,NASDAQ,0
MIAPX,Matthews Asia Growth Instl,210846939,25.38,FinancialServices,NASDAQ,0
AOMR,"Angel Oak Mortgage, Inc.",210796794,8.97,RealEstate,NYSE,90604
IQSI,NYLI Candriam International Equity ETF,210780940,33.06,FinancialServices,AMEX,1413
FBGX,UBS AG FI Enhanced Large Cap Growth ETN,210769661,943.29,FinancialServices,AMEX,389
GPRO,"GoPro, Inc.",210646611,1.315,Technology,NASDAQ,1831888
BINT,Exchange Traded Concepts Trust,210488161,26.2463,FinancialServices,AMEX,11655
CCRD,CoreCard Corporation,210394260,27.0,Technology,NYSE,45981
FIFNX,Fidelity Founders Fund,210379774,25.46,FinancialServices,NASDAQ,0
SPPI,"Spectrum Pharmaceuticals, Inc.",210377146,1.025,Healthcare,NASDAQ,4845336
ISTR,Investar Holding Corporation,210080798,21.35,FinancialServices,NASDAQ,18472
PMTS,CPI Card Group Inc.,210061530,18.62,FinancialServices,NASDAQ,48061
EYES,"Second Sight Medical Products, Inc.",210046212,4.14,Healthcare,NASDAQ,35771
MUE,"BlackRock MuniHoldings Quality Fund II, Inc.",209975398,9.58,FinancialServices,NYSE,27843
NPWR,NET Power Inc.,209862630,2.7,Industrials,NYSE,659412
SNBR,Sleep Number Corporation,209493200,9.2,ConsumerCyclical,NASDAQ,646036
PHYD,Putnam ESG High Yield ETF,209467264,51.88,FinancialServices,AMEX,6176
SOLT,2x Solana ETF,209319735,17.84,FinancialServices,NASDAQ,1923331
ESSA,"ESSA Bancorp, Inc.",209288367,20.61,FinancialServices,NASDAQ,345696
ARL,"American Realty Investors, Inc.",209168400,12.95,RealEstate,NYSE,3413
PABD,iShares Paris-Aligned Climate MSCI World Ex USA ETF,209095681,60.4705,,NASDAQ,655
BIOS,BioPlus Acquisition Corp.,209072163,10.795,FinancialServices,NASDAQ,5636
NXDT,NexPoint Diversified Real Estate Trust,208867737,4.57,FinancialServices,NYSE,94235
FRSX,Foresight Autonomous Holdings Ltd.,6961777,0.3584,ConsumerCyclical,NASDAQ,133958
PACI,PROOF Acquisition Corp I,208699950,14.5,FinancialServices,NYSE,35965
TWNP,Twin Hospitality Group,208666116,3.64,ConsumerCyclical,NASDAQ,7000
EDIT,"Editas Medicine, Inc.",208445121,2.49,Healthcare,NASDAQ,873767
GSHR,Gesher Acquisition Corp. II,208427259,10.19,FinancialServices,NASDAQ,2000
BIOX,Bioceres Crop Solutions Corp.,208199856,3.32,BasicMaterials,NASDAQ,116293
FFNW,"First Financial Northwest, Inc.",208182326,22.56,FinancialServices,NASDAQ,120805
ZIOP,"ZIOPHARM Oncology, Inc.",208123810,0.8657,Healthcare,NASDAQ,2127546
JOET,Virtus Terranova U.S. Quality Momentum ETF,208014020,41.02,,AMEX,70750
AFRI,Forafric Global PLC,207949368,7.73,ConsumerDefensive,NASDAQ,11532
SHYL,Xtrackers Short Duration High Yield Bond ETF,207747041,45.02,FinancialServices,AMEX,15516
SPXT,ProShares S&P 500 ex-Technology ETF,207738893,96.09,FinancialServices,AMEX,2668
FUNC,First United Corporation,207445733,32.02,FinancialServices,NASDAQ,12299
REML,Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT ETN,207389973,5.99,FinancialServices,AMEX,562414
DBB,Invesco DB Base Metals Fund,207336000,19.56,FinancialServices,AMEX,37195
PESI,"Perma-Fix Environmental Services, Inc.",207132858,11.23,Industrials,NASDAQ,140288
CFFI,C&F Financial Corporation,207110612,63.94,FinancialServices,NASDAQ,8197
BREAX,BlackRock International Dividend Fund - Class A,206941731,31.78,FinancialServices,NASDAQ,0
GPJA,Georgia Power Company 5% JR SUB NT 77,206901888,22.34,Utilities,NYSE,16792
CRGX,"CARGO Therapeutics, Inc. Common Stock",206587826,4.48,Healthcare,NASDAQ,985283
DRIHX,Dimensional 2040 Target Dt Rtr Inc Instl,206487082,16.75,FinancialServices,NASDAQ,0
MLPB,UBS ETRACS Alerian MLP Infrastructure Index ETN Series B,206485091,25.65,FinancialServices,AMEX,2078
RIVBX,Riverbridge Growth Fund,206390096,37.16,FinancialServices,NASDAQ,0
RIVRX,Riverbridge Growth Fund - Investor Class,206340130,35.95,FinancialServices,NASDAQ,0
DALCX,Dean Mid Cap Value,206285399,26.94,FinancialServices,NASDAQ,0
CLERX,CLS Growth and Income Fund Class N,206271818,9.35,FinancialServices,NASDAQ,0
MENYX,Madison Covered Call & Equity Income Fund Class Y,206207275,9.35,FinancialServices,NASDAQ,0
MASGX,Matthews Emerging Markets Sustainable Future Fund,206139866,13.18,FinancialServices,NASDAQ,0
MISFX,Matthews Emerging Markets Sust Fut Inst,206136757,13.2,FinancialServices,NASDAQ,0
SLVO,Credit Suisse X-Links Silver Shares Covered Call ETN,206131906,84.645,FinancialServices,NASDAQ,14570
RZV,Invesco S&P SmallCap 600 Pure Value ETF,205890068,108.06,FinancialServices,AMEX,2457
ACIU,AC Immune S.A.,205801648,2.08,Healthcare,NASDAQ,135893
SIO,Touchstone Strategic Income ETF,205414099,26.179,FinancialServices,AMEX,4791
KCSH,Kraneshares Sustainable Ultra Short Duration Index ETF,205384409,25.08,FinancialServices,AMEX,3
OSUR,"OraSure Technologies, Inc.",205326275,2.745,Healthcare,NASDAQ,502408
IMANX,Dow Jones Islamic Fund Class K,205187292,17.12,FinancialServices,NASDAQ,0
GURAX,Guggenheim Risk Managed Real Estate Fund,205146674,31.51,RealEstate,NASDAQ,0
CLOX,Panagram AAA CLO ETF,204998996,25.52,FinancialServices,AMEX,281480
DSP,Viant Technology Inc.,204893952,12.93,Technology,NASDAQ,236186
IHRT,"iHeartMedia, Inc.",204823080,1.62,CommunicationServices,NASDAQ,820621
UUP,Invesco DB US Dollar Index Bullish Fund,204563263,27.38,FinancialServices,AMEX,1403164
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,204348044,8.63,FinancialServices,NYSE,88440
LSPR,Larkspur Health Acquisition Corp.,204343200,22.5,FinancialServices,NASDAQ,122046
OPOF,Old Point Financial Corporation,204303301,40.02,FinancialServices,NASDAQ,48241
RDCM,RADCOM Ltd.,204213282,12.74,CommunicationServices,NASDAQ,17815
SNGVX,Sit U.S. Government Securities Fund,204109995,10.38,FinancialServices,NASDAQ,0
GURIX,Guggenheim Risk Managed Real Estate Fund,204104990,32.02,RealEstate,NASDAQ,0
RSPD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,204032244,55.54,FinancialServices,AMEX,9135
YOKE,YOKE Core ETF,203979029,26.8316,FinancialServices,NASDAQ,1038
HCMA,HCM Acquisition Corp,203970050,14.5,FinancialServices,NASDAQ,5179
PMF,PIMCO Municipal Income Fund,203948320,7.76,FinancialServices,NYSE,94852
EMFIX,Ashmore Emerging Markets Equity Fund - Institutional Class,203837067,12.6,FinancialServices,NASDAQ,0
EMEAX,Ashmore Emerging Markets Equity Fund - Class A,203710366,13.08,FinancialServices,NASDAQ,0
BRLIX,Bridgeway Blue Chip Fund,203519467,9.81,FinancialServices,NASDAQ,0
DLELX,DoubleLine Emerging Markets Local Currency Bond Fund,203437530,9.31,FinancialServices,NASDAQ,0
FLBR,Franklin FTSE Brazil ETF,203302320,17.68,FinancialServices,AMEX,30495
MHI,"Pioneer Municipal High Income Fund, Inc.",203119996,8.92,FinancialServices,NYSE,35528
EMHC,SPDR Bloomberg Emerging Markets USD Bond ETF,203073659,24.8,FinancialServices,AMEX,14888
MDWD,MediWound Ltd.,202968606,18.78,Healthcare,NASDAQ,39499
LCNB,LCNB Corp.,202877168,14.32,FinancialServices,NASDAQ,29321
SCMA,Seaport Calibre Materials Acquisition Corp.,202605000,10.39,FinancialServices,NASDAQ,15293
DEXC,Dimensional ETF Trust Dimension,202525136,54.73,FinancialServices,AMEX,5299
INPIX,ProFunds Internet UltraSector Fund Investor Class,202523954,63.08,FinancialServices,NASDAQ,0
III,"Information Services Group, Inc.",202457640,4.2,Technology,NASDAQ,563188
MERC,Mercer International Inc.,202287150,3.02,BasicMaterials,NASDAQ,1121695
TWUSX,American Century Short-Term Government Investor Class,202251041,9.16,FinancialServices,NASDAQ,0
WIGOX,Wasatch Global Opportunities Fund,202121030,4.37,FinancialServices,NASDAQ,0
BCOV,Brightcove Inc.,202097640,4.45,Technology,NASDAQ,301250
ISMD,Inspire Small/Mid Cap Impact ESG ETF,201987120,36.16,FinancialServices,AMEX,63748
BNNR,Banner Acquisition Corp.,201942830,10.3,FinancialServices,NASDAQ,59275
BSMS,Invesco BulletShares (R) 2028 Municipal Bond ETF,201826302,23.31,FinancialServices,NASDAQ,11626
MPV,Barings Participation Investors,201400704,18.96,FinancialServices,NYSE,9242
CBMIX,Allspring C&B Mid Cap Value Fund Admin Cl,201301679,30.77,FinancialServices,NASDAQ,0
CBMAX,Allspring C&B Mid Cap Value Fund Class A,201301679,30.09,FinancialServices,NASDAQ,0
CBMSX,Allspring C&B Mid Cap Value Fund,201301655,30.59,FinancialServices,NASDAQ,0
SKSEX,AMG GW&K Small Cap Value Fund,201183928,29.25,FinancialServices,NASDAQ,0
TRDA,"Entrada Therapeutics, Inc.",201153126,5.3,Healthcare,NASDAQ,499154
BETR,Better Home & Finance Holding Company,201003292,13.22,FinancialServices,NASDAQ,42101
TUG,STF Tactical Growth ETF,200977081,37.1988,FinancialServices,NASDAQ,12990
PRFD,PIMCO Preferred And Capital Securities Active Exchange-Traded Fund,200969711,50.94,FinancialServices,AMEX,7383
RCKY,"Rocky Brands, Inc.",200929308,26.93,ConsumerCyclical,NASDAQ,66058
ONTF,"ON24, Inc.",200907696,4.73,Technology,NYSE,145950
GXIG,Global X Funds,200845743,25.54,FinancialServices,AMEX,21674
NFTY,First Trust India NIFTY 50 Equal Weight ETF,200795427,56.74,FinancialServices,NASDAQ,14028
PINE,"Alpine Income Property Trust, Inc.",200763276,14.18,RealEstate,NYSE,40339
NPV,Nuveen Virginia Quality Municipal Income Fund,200702700,11.0,FinancialServices,NYSE,69949
IEUS,iShares MSCI Europe Small-Cap ETF,200694000,66.898,FinancialServices,NASDAQ,3397
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,200604893,21.74,FinancialServices,AMEX,42858
FT,Franklin Universal Trust,200552562,7.98,FinancialServices,NYSE,77310
KMPH,"KemPharm, Inc.",200473469,5.81,Healthcare,NASDAQ,64126
SKIN,The Beauty Health Company,200359080,1.59,ConsumerDefensive,NASDAQ,2570096
HWBK,"Hawthorn Bancshares, Inc.",200314570,28.9,FinancialServices,NASDAQ,9604
MYFW,"First Western Financial, Inc.",200286331,20.61,FinancialServices,NASDAQ,22843
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,200186748,22.8869,FinancialServices,NASDAQ,14259
CXDO,"Crexendo, Inc.",200023785,6.63,CommunicationServices,NASDAQ,476549
BTEFX,Boston Trust Equity Fund,249996533,45.51,FinancialServices,NASDAQ,0
EGHT,"8x8, Inc.",249922050,1.85,Technology,NASDAQ,1480132
DMRC,Digimarc Corporation,249787680,11.59,Technology,NASDAQ,147978
USCI,"United States Commodity Index Fund, LP",249487229,73.63,FinancialServices,AMEX,6724
PLMK,Plum Acquisition Corp. IV,249337949,10.285,FinancialServices,NASDAQ,1
DBP,Invesco DB Precious Metals Fund,249331117,77.915,FinancialServices,AMEX,4310
MNRIX,"Manning & Napier Fd, Real Estate Series Class I",249206271,13.06,FinancialServices,NASDAQ,0
MNREX,Manning & Napier Real Estate Series,249206264,13.01,FinancialServices,NASDAQ,0
DMAC,DiaMedica Therapeutics Inc.,249140498,4.82,Healthcare,NASDAQ,546798
ASLV,Allspring Exchange-Traded Funds,249038457,26.3275,FinancialServices,AMEX,1
GILIX,Guggenheim StylePlus - Large Core Fund Institutional,248736541,21.47,FinancialServices,NASDAQ,0
COSO,"CoastalSouth Bancshares, Inc.",248346982,20.74,FinancialServices,NYSE,19624
DSBFX,Domini Impact Bond Fund Investor Shares,248242191,10.18,FinancialServices,NASDAQ,0
SFECX,Guggenheim StylePlus - Large Core Fund Class C,248219846,24.02,FinancialServices,NASDAQ,0
FJIFX,Fidelity Freedom Index 2005 Fund - Investor Class,248201167,12.7,FinancialServices,NASDAQ,0
VNDA,Vanda Pharmaceuticals Inc.,248174220,4.2,Healthcare,NASDAQ,309826
SECEX,Guggenheim StylePlus - Large Core Fund,248169415,21.88,FinancialServices,NASDAQ,0
RTH,VanEck Retail ETF,247982070,244.7946,FinancialServices,NASDAQ,2558
GASS,StealthGas Inc.,247757290,6.7,Industrials,NASDAQ,78400
DNMDX,Dunham Monthly Distribution Fund,247718487,29.16,FinancialServices,NASDAQ,0
FSTCX,Fidelity Select Telecommunications Portfolio,247695227,59.18,,NASDAQ,0
ARAI,Arrive AI Inc.,247675380,7.5,Technology,NASDAQ,288529
FTUCX,Fidelity Advisor Telecommunications Fund Class C,247664405,58.51,FinancialServices,NASDAQ,0
MCAD,Mountain Crest Acquisition Corp. II,247653049,10.43,FinancialServices,NASDAQ,346885
TGEN,Tecogen Inc.,247091504,8.36,Industrials,AMEX,955015
SNTKX,Steward International Enhanced Index Fund - Class A,247031359,25.54,FinancialServices,NASDAQ,0
BYLD,iShares Yield Optimized Bond ETF,247020172,22.62,FinancialServices,AMEX,43031
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",246999087,20.535,FinancialServices,NYSE,17015
EPSM,Epsium Enterprise Limited Ordinary Shares,246587924,18.35,ConsumerDefensive,NASDAQ,424148
DRUG,Bright Minds Biosciences Inc.,246496752,34.8,Healthcare,NASDAQ,77452
NUW,Nuveen AMT-Free Municipal Value Fund,246471349,13.73,FinancialServices,NYSE,58014
SSP,The E.W. Scripps Company,246466449,2.81,CommunicationServices,NASDAQ,897047
SMFR,Sema4 Holdings Corp.,246372572,0.3106,Healthcare,NASDAQ,4706661
TMQ,Trilogy Metals Inc.,246361500,1.5,BasicMaterials,AMEX,485856
DXUV,Dimensional US Vector Equity ETF,246354999,55.33,FinancialServices,AMEX,27529
MNA,NYLI Merger Arbitrage ETF,246128155,35.51,FinancialServices,AMEX,20329
SI,"Shoulder Innovations, Inc.",245978682,12.16,FinancialServices,NYSE,334466
VCICW,Vine Hill Capital Investment Corp.,245904105,0.2503,FinancialServices,NASDAQ,54
ALCO,"Alico, Inc.",245846035,32.17,ConsumerDefensive,NASDAQ,29440
JSTC,Adasina Social Justice All Cap Global ETF,245791149,19.74,FinancialServices,AMEX,18464
AEF,Abrdn Emerging Markets Equity Income Fund Inc,245638470,6.05,FinancialServices,NYSE,356001
TSBK,"Timberland Bancorp, Inc.",245492770,31.07,FinancialServices,NASDAQ,12676
CTGO,"Contango Ore, Inc.",245420925,19.55,BasicMaterials,AMEX,64913
FLDDU,FTAC Emerald Acquisition Corp.,245268000,12.0,FinancialServices,NASDAQ,4
CURI,CuriosityStream Inc.,245259850,4.25,CommunicationServices,NASDAQ,825288
CHPT,"ChargePoint Holdings, Inc.",245236950,10.5,ConsumerCyclical,NYSE,578239
MNPR,Monopar Therapeutics Inc.,245219921,40.1,Healthcare,NASDAQ,16258
VALQ,American Century STOXX U.S. Quality Value ETF,245179343,61.925,FinancialServices,AMEX,5540
NOIEX,Northern Funds Income Equity Fund,245153846,18.18,FinancialServices,NASDAQ,0
ACRE,Ares Commercial Real Estate Corporation,244774030,4.45,RealEstate,NYSE,728193
JPFAX,JPMorgan Equity Focus Fund Class A,244499558,34.3,FinancialServices,NASDAQ,0
TCPB,Thrivent ETF Trust,243918264,50.995,FinancialServices,AMEX,9057
MOV,"Movado Group, Inc.",243779370,15.45,ConsumerCyclical,NYSE,120330
FLRG,Fidelity U.S. Multifactor ETF,243453572,36.41,FinancialServices,AMEX,53854
CRMSX,CRM Small Cap Value Fund,243449919,12.93,FinancialServices,NASDAQ,0
PKBK,"Parke Bancorp, Inc.",243379815,20.55,FinancialServices,NASDAQ,19099
FINW,FinWise Bancorp,243284468,18.41,FinancialServices,NASDAQ,20148
APTM,Alpha Partners Technology Merger Corp.,243206215,10.74,FinancialServices,NASDAQ,26539
UHG,"United Homes Group, Inc.",243199923,4.15,ConsumerCyclical,NASDAQ,257436
GALT,Galectin Therapeutics Inc.,243039744,3.84,Healthcare,NASDAQ,163695
GDEV,GDEV Inc.,242943340,13.4,Technology,NASDAQ,7185
KWM,K Wave Media Ltd.,242865792,3.84,FinancialServices,NASDAQ,76351
FISPX,Federated Hermes Max-Cap Index Fund Institutional Shares,242804750,8.46,FinancialServices,NASDAQ,0
THRD,"Third Harmonic Bio, Inc.",242787564,5.38,Healthcare,NASDAQ,1416403
FFTGX,Salient Tactical Growth Fund Investor Class,242536670,25.52,FinancialServices,NASDAQ,0
TPBA,TPB Acquisition Corporation I,242363050,10.75,FinancialServices,NASDAQ,51178
PPIE,Putnam Panagora ESG International Equity ETF,242249246,26.65,FinancialServices,AMEX,16969
TOPT,iShares Top 20 U.S. Stocks ETF,242193862,28.43,FinancialServices,AMEX,178041
FLCG,Federated Hermes MDT Large Cap Growth ETF,242109157,31.11,FinancialServices,AMEX,95212
CAF,"Morgan Stanley China A Share Fund, Inc.",242004920,14.2,FinancialServices,NYSE,4924
JGCSX,Janus Henderson Global Allocation Fund - Growth,241984188,14.08,FinancialServices,NASDAQ,0
WBGSX,William Blair Growth N,241983834,9.35,FinancialServices,NASDAQ,0
JSPGX,Janus Henderson Global Allocation Fund - Growth - T Shares,241974464,14.35,FinancialServices,NASDAQ,0
JGCIX,Janus Henderson Global Allocation Fund - Growth - I Shares,241974113,14.36,FinancialServices,NASDAQ,0
WSEFX,Boston Trust Walden Equity Fund,241974081,36.17,FinancialServices,NASDAQ,0
FREY,FREYR Battery,241819551,1.53,Industrials,NYSE,1465188
APFDX,Artisan Global Discovery Fund - Investor Shares,241752520,22.15,FinancialServices,NASDAQ,0
JILL,"J.Jill, Inc.",183225805,15.81,ConsumerCyclical,NYSE,67951
SLND,"Southland Holdings, Inc.",241363921,4.47,Industrials,AMEX,69522
IAPR,Innovator MSCI EAFE Power Buffer ETF - April,241213196,29.44,FinancialServices,AMEX,15333
TSLR,GraniteShares 2x Long TSLA Daily ETF,241160017,18.65,FinancialServices,NASDAQ,1561950
PANA,Panacea Acquisition Corp. II,241100800,10.24,FinancialServices,NASDAQ,114315
FACEX,Frost Core Growth Equity Investor Class Shares,241079759,16.17,,NASDAQ,0
FLTB,Fidelity Limited Term Bond ETF,240973942,50.485,FinancialServices,AMEX,6590
PHT,"Pioneer High Income Fund, Inc.",240894536,8.21,FinancialServices,NYSE,292048
FC,Franklin Covey Co.,240826290,19.05,Industrials,NYSE,118830
BRIIX,Baron Real Estate Income Fund Institutional Shares,240653927,16.63,RealEstate,NASDAQ,0
EIDO,iShares MSCI Indonesia ETF,240471883,17.72,FinancialServices,AMEX,1088854
FFSLX,Salient Select Income Fund Investor Class,240376434,17.56,FinancialServices,NASDAQ,0
EOD,Wells Fargo Advantage Funds - Allspring Global Dividend Opportunity Fund,240307722,5.58,FinancialServices,NYSE,291847
DFDPX,DF Dent Premier Growth Fd,240276406,39.58,,NASDAQ,0
MFIN,Medallion Financial Corp.,240265410,10.34,FinancialServices,NASDAQ,44893
DDD,3D Systems Corporation,240086880,1.76,Technology,NYSE,2373925
GER,Goldman Sachs MLP and Energy Renaissance Fund,239989184,15.67,FinancialServices,NYSE,260083
SMUYX,SEI Institutional Managed Trust Multi-Strategy Alternative Fund,239844113,9.92,FinancialServices,NASDAQ,0
GHI,Greystone Housing Impact Investors LP,239823350,10.25,FinancialServices,NYSE,152593
BTMFX,Boston Trust Midcap Fund,239543769,24.99,FinancialServices,NASDAQ,0
AVMV,American Century ETF Trust - Avantis U.S. Mid Cap Value ETF,239516923,66.12,FinancialServices,AMEX,26234
FIVA,Fidelity International Value Factor ETF,239398119,29.986,FinancialServices,AMEX,41500
KNOP,KNOT Offshore Partners LP,239337053,7.03,Industrials,NYSE,27932
PCYO,Pure Cycle Corporation,239298542,9.94,Utilities,NASDAQ,52070
CDOCX,Crawford Small Cap Dividend Fund Class C,239213456,38.35,FinancialServices,NASDAQ,0
AXAC,AXIOS Sustainable Growth Acquisition Corporation,239081675,10.43,FinancialServices,NYSE,1
CGC,Canopy Growth Corporation,239005234,1.05,Healthcare,NASDAQ,3690364
HMST,"HomeStreet, Inc.",238969704,12.63,FinancialServices,NASDAQ,61894
VSDA,VictoryShares Dividend Accelerator ETF,238871434,53.1974,FinancialServices,NASDAQ,9726
