Ticker,MarketCap,Price,Volume,Exchange,Sector,CompanyName,ScorePotential,ReasonsTags,Comments,Status,ChangeNotes,Date
UEIC,79415100,6.03,38868,NASDAQ,Technology,Universal Electronics Inc.,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 79M,New,,2025-08-08
IXAQ,79233558,11.57,6603,NASDAQ,FinancialServices,IX Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 79M,New,,2025-08-08
SPHAU,79157135,10.24,1510,NASDAQ,FinancialServices,Shepherd Ave Capital Acquisition Corporation Unit,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 79M,New,,2025-08-08
SARK,79031544,33.49,836597,NASDAQ,FinancialServices,AXS Short Innovation Daily ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 79M,New,,2025-08-08
INUV,78752500,5.45,135284,AMEX,CommunicationServices,"Inuvo, Inc.",70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,AMEX | PriceBand 5–10 | MC 79M,New,,2025-08-08
BJBHX,78616744,7.78,0,NASDAQ,FinancialServices,Aberdeen Global High Income Fund Class A,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 79M,New,,2025-08-08
ALOR,78595270,10.88,4344,NASDAQ,FinancialServices,ALSP Orchid Acquisition Corporation I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 79M,New,,2025-08-08
DPSI,78538225,10.225,77569,AMEX,Technology,"Decisionpoint Systems, Inc.",75,MC_50-150;PrioritySector;VolAdequate;DataComplete;NotOTC,AMEX | SectorPriority | MC 79M,New,,2025-08-08
VTSI,78493352,6.97,68751,NASDAQ,Industrials,"VirTra, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 78M,New,,2025-08-08
RCLF,78487629,11.57,148236,NASDAQ,FinancialServices,Rosecliff Acquisition Corp I,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 78M,New,,2025-08-08
TLGA,78467304,6.06,170598,NYSE,FinancialServices,TLG Acquisition One Corp.,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 78M,New,,2025-08-08
FVN,78382160,10.39,1,NASDAQ,FinancialServices,Future Vision II Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 78M,New,,2025-08-08
SBXC,78376452,10.84,25950,NYSE,FinancialServices,SilverBox Corp III,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 78M,New,,2025-08-08
DMA,78338709,8.74,28732,NYSE,FinancialServices,Destra Multi-Alternative Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 78M,New,,2025-08-08
LZUOX,78291466,17.49,0,NASDAQ,,Lazard US Equity Select Portfolio Open Shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 78M,New,,2025-08-08
UYSC,78219271,10.13,9820,NASDAQ,FinancialServices,UY Scuti Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 78M,New,,2025-08-08
RYTIX,78052859,233.68,0,NASDAQ,FinancialServices,Rydex Technology Inv,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 78M,New,,2025-08-08
OARK,77992197,8.56,258899,AMEX,FinancialServices,YieldMax ARKK Option Income Strategy ETF,60,MC_50-150;PriceBand5-10;VolAdequate,AMEX | PriceBand 5–10 | MC 78M,New,,2025-08-08
MIND,77940928,9.78,156934,NASDAQ,Technology,"MIND Technology, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 78M,New,,2025-08-08
KINZ,77909720,9.94,82359,NASDAQ,FinancialServices,KINS Technology Group Inc.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 78M,New,,2025-08-08
IAE,77900088,7.07,15930,NYSE,FinancialServices,Voya Asia Pacific High Dividend Equity Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 78M,New,,2025-08-08
RDAC,77768571,10.37,27,NASDAQ,FinancialServices,Rising Dragon Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 78M,New,,2025-08-08
PCM,77747956,6.38,56506,NYSE,FinancialServices,PCM Fund Inc.,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 78M,New,,2025-08-08
MAYS,77607530,38.5,986,NASDAQ,RealEstate,"J.W. Mays, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 78M,New,,2025-08-08
CHAA,77565547,8.9,16215,NYSE,FinancialServices,Catcha Investment Corp,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 78M,New,,2025-08-08
RYAWX,77438527,112.72,0,NASDAQ,FinancialServices,Rydex S&P 500 Pure Growth H,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
CBRG,77431541,11.46,0,NASDAQ,FinancialServices,Chain Bridge I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
HVBC,77407466,34.6,28754,NASDAQ,FinancialServices,"HV Bancorp, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
SRZN,77320097,9.03,8287,NASDAQ,Healthcare,"Surrozen, Inc.",90,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 77M,New,,2025-08-08
STCN,77168095,12.18,271995,NASDAQ,CommunicationServices,"Steel Connect, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
JCS,77019526,8.18,48445,NASDAQ,Technology,"Communications Systems, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 77M,New,,2025-08-08
NCBIX,77009324,23.26,0,NASDAQ,FinancialServices,New Covenant Balanced Income Fd,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
CMCA,76927117,11.05,5455,NASDAQ,FinancialServices,Capitalworks Emerging Markets Acquisition Corp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
USCT,76851206,9.86,24468,NASDAQ,FinancialServices,TKB Critical Technologies 1,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 77M,New,,2025-08-08
RFIL,76752531,7.19,54930,NASDAQ,Industrials,"RF Industries, Ltd.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 77M,New,,2025-08-08
ARTE,76718816,10.74,34989,NASDAQ,FinancialServices,Artemis Strategic Investment Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
HPLT,76511329,10.52,264,NASDAQ,FinancialServices,Home Plate Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 77M,New,,2025-08-08
TSLS,76252314,7.58,20696877,NASDAQ,FinancialServices,Direxion Daily TSLA Bear 1X Shares,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 76M,New,,2025-08-08
EMCB,76148685,66.465,10348,NASDAQ,FinancialServices,WisdomTree Emerging Markets Corporate Bond Fund,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 76M,New,,2025-08-08
NEXTX,76075843,33.6,0,NASDAQ,,Shelton Sustainable Equity Investor,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 76M,New,,2025-08-08
NPAB,75564468,10.9,1062,NASDAQ,FinancialServices,New Providence Acquisition Corp. II,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 76M,New,,2025-08-08
FTCI,75563984,5.08,92282,NASDAQ,Energy,"FTC Solar, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 76M,New,,2025-08-08
DHCA,75411644,7.7,32879,NASDAQ,FinancialServices,DHC Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 75M,New,,2025-08-08
SAIH,75110088,7.03,19352,NASDAQ,Technology,SAIHEAT Limited,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 75M,New,,2025-08-08
HMNF,124973951,27.99,156666,NASDAQ,FinancialServices,"HMN Financial, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 125M,New,,2025-08-08
RSYYX,124886787,5.52,0,NASDAQ,FinancialServices,Victory High Yield Fund - Class Y,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 125M,New,,2025-08-08
STRW,124824303,10.03,20031,AMEX,RealEstate,Strawberry Fields REIT LLC,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 125M,New,,2025-08-08
ERES,124568850,10.85,110732,NASDAQ,FinancialServices,East Resources Acquisition Company,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 125M,New,,2025-08-08
HYFIX,124261133,8.6,0,NASDAQ,FinancialServices,"Harbor High-Yield Bond Fund, Investor Class",65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 124M,New,,2025-08-08
KVAC,124113739,11.47,1276,NASDAQ,FinancialServices,Keen Vision Acquisition Corporation Ordinary Shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 124M,New,,2025-08-08
SKIL,123880284,14.45,29279,NYSE,ConsumerDefensive,Skillsoft Corp.,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 124M,New,,2025-08-08
CFFE,123839206,16.52,16936,NASDAQ,FinancialServices,CF Acquisition Corp. VIII,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 124M,New,,2025-08-08
HURC,123825736,19.03,10830,NASDAQ,Industrials,"Hurco Companies, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 124M,New,,2025-08-08
GLBKV,123755084,30.85,489326,NASDAQ,CommunicationServices,"GCI Liberty, Inc. Series C GCI Group Common Stock When Issued",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 124M,New,,2025-08-08
GLBAV,123754967,30.51,108869,NASDAQ,CommunicationServices,"GCI Liberty, Inc. Series A GCI Group Common Stock When Issued",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 124M,New,,2025-08-08
ENGIX,123648685,8.17,0,NASDAQ,FinancialServices,Cboe Vest US Large Cap 20% Buffer Fund Institutional Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 124M,New,,2025-08-08
ENGLX,123648683,7.9,0,NASDAQ,FinancialServices,Cboe Vest US Large Cap 20% Buffer Fund Investor Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 124M,New,,2025-08-08
VIDGX,123552243,11.28,0,NASDAQ,FinancialServices,Vanguard International Dividend Gr Inv,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 124M,New,,2025-08-08
ETCTX,123476208,9.23,0,NASDAQ,FinancialServices,Eaton Vance CT Municipal Income A,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 123M,New,,2025-08-08
VCSA,123260132,5.39,530356,NASDAQ,Technology,"Vacasa, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 123M,New,,2025-08-08
SURFX,123183780,9.86,0,NASDAQ,FinancialServices,Hawaii Municipal Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 123M,New,,2025-08-08
FLYE,122696792,6.78,3619635,NASDAQ,ConsumerCyclical,"Fly-E Group, Inc. Common Stock",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 123M,New,,2025-08-08
PHD,122635259,9.91,79511,NYSE,FinancialServices,"Pioneer Floating Rate Fund, Inc.",60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 123M,New,,2025-08-08
LZCOX,122602778,9.66,0,NASDAQ,,Lazard US Small-Mid Cap Equity Portfolio Open Shares,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 123M,New,,2025-08-08
DOG,122583840,25.71,1566339,AMEX,FinancialServices,ProShares Short Dow30,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 123M,New,,2025-08-08
BYN,122556319,10.9,27145,NYSE,FinancialServices,Banyan Acquisition Corporation,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 123M,New,,2025-08-08
ETGAX,122536106,7.85,0,NASDAQ,FinancialServices,Eaton Vance GA Municipal Income A,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 123M,New,,2025-08-08
TBCP,122154482,10.21,10439,NASDAQ,FinancialServices,Thunder Bridge Capital Partners III Inc.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 122M,New,,2025-08-08
PLAO,121953090,11.85,19043,NASDAQ,FinancialServices,Patria Latin American Opportunity Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 122M,New,,2025-08-08
PFO,121880436,9.32,86722,NYSE,FinancialServices,Flaherty & Crumrine Preferred Income Opportunity Fund Inc.,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 122M,New,,2025-08-08
SPDN,121828187,10.15,15827802,AMEX,FinancialServices,Direxion Daily S&P 500 Bear 1X Shares,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 122M,New,,2025-08-08
ESP,121636944,42.96,33932,AMEX,Industrials,Espey Mfg. & Electronics Corp.,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 122M,New,,2025-08-08
BWNB,121435893,16.93,28074,NYSE,Technology,"Babcock & Wilcox Enterprises, I",75,MC_50-150;PrioritySector;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | MC 121M,New,,2025-08-08
ATLX,121215675,6.19,748252,NASDAQ,BasicMaterials,Atlas Lithium Corporation,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 121M,New,,2025-08-08
PRIHX,121016171,9.75,0,NASDAQ,FinancialServices,"T. Rowe Price Intermediate Tax-Free High Yield Fund, Inc.",65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 121M,New,,2025-08-08
GRAY,120983500,5.5,24628,NASDAQ,Healthcare,"Graybug Vision, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 121M,New,,2025-08-08
SDFI,120906526,35.74,27586,AMEX,FinancialServices,"AB Active ETFs, Inc.",60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 121M,New,,2025-08-08
MAYA,120880156,10.15,28695,NASDAQ,FinancialServices,Maywood Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 121M,New,,2025-08-08
AOUT,120818260,9.47,55957,NASDAQ,ConsumerCyclical,"American Outdoor Brands, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 121M,New,,2025-08-08
AOHY,120707320,11.135,44191,NASDAQ,,Angel Oak High Yield Opportunities ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 121M,New,,2025-08-08
BTA,120690302,8.98,17590,NYSE,FinancialServices,BlackRock Long-Term Municipal Advantage Trust,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 121M,New,,2025-08-08
FTXN,120244813,27.08,60669,NASDAQ,FinancialServices,First Trust Nasdaq Oil & Gas ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 120M,New,,2025-08-08
LHAI,120197550,7.51,1163504,NASDAQ,RealEstate,Linkhome Holdings Inc.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 120M,New,,2025-08-08
PELI,120107488,10.01,2849,NASDAQ,FinancialServices,Pelican Acquisition Corporation Ordinary Shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 120M,New,,2025-08-08
SVT,120002110,46.94,55283,AMEX,Industrials,"Servotronics, Inc.",60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 120M,New,,2025-08-08
CACG,119864105,53.3898,15159,NASDAQ,FinancialServices,ClearBridge All Cap Growth ESG ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 120M,New,,2025-08-08
CPTK,119620259,10.78,22276,NYSE,FinancialServices,Crown Proptech Acquisitions,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 120M,New,,2025-08-08
FCAP,119114925,35.5,2511,NASDAQ,FinancialServices,"First Capital, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 119M,New,,2025-08-08
FLBDX,119105680,9.5,0,NASDAQ,FinancialServices,Meeder Tactical Income Retail,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 119M,New,,2025-08-08
BWSN,119068869,20.13,16764,NYSE,Technology,"Babcock & Wilcox Enterprises, I",75,MC_50-150;PrioritySector;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | MC 119M,New,,2025-08-08
AFBI,118742492,18.8,6907,NASDAQ,FinancialServices,"Affinity Bancshares, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 119M,New,,2025-08-08
VFL,118605480,9.66,69597,NYSE,FinancialServices,Delaware Investments National Municipal Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 119M,New,,2025-08-08
ANIK,118516782,8.22,106515,NASDAQ,Healthcare,"Anika Therapeutics, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 119M,New,,2025-08-08
PCF,118474812,6.33,49306,NYSE,FinancialServices,High Income Securities Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 118M,New,,2025-08-08
SKLZ,118447142,6.64,115979,NYSE,Technology,Skillz Inc.,85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | PriceBand 5–10 | MC 118M,New,,2025-08-08
FNWD,118348142,27.36,36906,NASDAQ,FinancialServices,Finward Bancorp,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 118M,New,,2025-08-08
ASPS,118326759,10.77,20213,NASDAQ,RealEstate,Altisource Portfolio Solutions S.A.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 118M,New,,2025-08-08
MNTX,118304920,5.8,216922,NASDAQ,Industrials,"Manitex International, Inc.",85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 118M,New,,2025-08-08
YI,59150078,6.8244,2569,NASDAQ,Healthcare,"111, Inc.",90,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 59M,New,,2025-08-08
UNB,118230530,26.05,5602,NASDAQ,FinancialServices,"Union Bankshares, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 118M,New,,2025-08-08
SFBC,118167524,46.05,2560,NASDAQ,FinancialServices,"Sound Financial Bancorp, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 118M,New,,2025-08-08
DBLNX,117493916,8.01,0,NASDAQ,FinancialServices,DoubleLine Income Fund Class N,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 117M,New,,2025-08-08
BHBFX,117455869,26.32,0,NASDAQ,FinancialServices,Madison Dividend Income Fd Cl Y,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 117M,New,,2025-08-08
SVII,117276728,11.87,37662,NASDAQ,FinancialServices,Spring Valley Acquisition Corp. II,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 117M,New,,2025-08-08
PCSC,116983475,10.57,1990,NASDAQ,FinancialServices,Perceptive Capital Solutions Corp Class A Ordinary Shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 117M,New,,2025-08-08
AXR,116730900,22.0,20691,NYSE,RealEstate,AMREP Corporation,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 117M,New,,2025-08-08
LAX,116550826,5.21,32120,NASDAQ,FinancialServices,8i Acquisition 2 Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 117M,New,,2025-08-08
NEXM,116469699,5.43,42013,NASDAQ,BasicMaterials,NexMetals Mining Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 116M,New,,2025-08-08
TSC,116299715,30.58,3704611,NASDAQ,FinancialServices,"TriState Capital Holdings, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 116M,New,,2025-08-08
SNRH,116251152,10.04,1,NASDAQ,FinancialServices,Senior Connect Acquisition Corp. I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 116M,New,,2025-08-08
CLSM,116205313,22.0581,15086,NASDAQ,FinancialServices,Cabana Target Leading Sector Moderate ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 116M,New,,2025-08-08
THCP,116105458,12.24,82487,NASDAQ,FinancialServices,Thunder Bridge Capital Partners IV Inc.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 116M,New,,2025-08-08
SEAT,116025209,17.93,1125514,NASDAQ,CommunicationServices,Vivid Seats Inc.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 116M,New,,2025-08-08
MPRA,115680104,11.51,120158,NASDAQ,FinancialServices,Mercato Partners Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 116M,New,,2025-08-08
GAUZ,115588385,6.17,76391,NASDAQ,Technology,Gauzy Ltd. Ordinary Shares,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 116M,New,,2025-08-08
QSEA,115239990,10.1,1000,NASDAQ,FinancialServices,Quartzsea Acquisition Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 115M,New,,2025-08-08
CFFS,114605928,11.28,11492,NASDAQ,FinancialServices,CF Acquisition Corp. VII,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 115M,New,,2025-08-08
CGO,114586201,11.66,34475,NASDAQ,FinancialServices,Calamos Global Total Return Fund,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 115M,New,,2025-08-08
LUD,114584500,5.05,19870,AMEX,BasicMaterials,Luda Technology Group Limited,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,AMEX | PriceBand 5–10 | MC 115M,New,,2025-08-08
SRBK,114483194,13.9,42034,NASDAQ,FinancialServices,"SR Bancorp, Inc. Common stock",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 114M,New,,2025-08-08
TWLV,114288840,10.8,11215,NASDAQ,FinancialServices,Twelve Seas Investment Company II,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 114M,New,,2025-08-08
VOLT,114230255,27.37,31202,NASDAQ,Industrials,"Volt Information Sciences, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 114M,New,,2025-08-08
ADER,114181616,11.08,41942,NASDAQ,FinancialServices,26 Capital Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 114M,New,,2025-08-08
OCMAX,113936019,24.07,0,NASDAQ,FinancialServices,OCM Gold Atlas,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 114M,New,,2025-08-08
CHAR,113926350,10.39,102,NASDAQ,FinancialServices,Charlton Aria Acquisition Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 114M,New,,2025-08-08
NIM,113761924,9.14,25776,NYSE,FinancialServices,Nuveen Select Maturities Municipal Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 114M,New,,2025-08-08
MEOA,113578461,26.54,1250318,NASDAQ,FinancialServices,Minority Equality Opportunities Acquisition Inc.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 114M,New,,2025-08-08
WMPN,113445270,12.32,24969,NASDAQ,FinancialServices,William Penn Bancorporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 113M,New,,2025-08-08
SCX,113384910,16.18,61690,NYSE,Industrials,The L.S. Starrett Company,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 113M,New,,2025-08-08
MRGIX,113236002,9.58,0,NASDAQ,FinancialServices,BMO Strategic Income Fund - Y,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 113M,New,,2025-08-08
BSMV,113044800,20.7009,15652,NASDAQ,FinancialServices,Invesco BulletShares 2031 Municipal Bond ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 113M,New,,2025-08-08
